,S.No,actual,name,title,male,culture,dateOfBirth,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity
205,206,1,Torrek,,0,Vale Mountain Clans,,,,,Stone Crows,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0
206,207,0,Tothmure,Maester,1,,,,,,,,0,1,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046
207,208,1,Torrhen Stark,,1,Northmen,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0903010033444816
208,209,0,Tregar,,0,,,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0066889632107023
209,210,1,Tregar Ormollen,,1,Lysene,,,,,,,0,1,0,1,0,,,,,0,0,,0,0,0,0.0234113712374581
210,211,1,Tristan Ryger,,0,,,,,,House Ryger,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0066889632107023
211,212,1,Tristifer V Mudd,,1,,,,Tristifer IV Mudd,,,,0,0,0,0,0,,0.0,,,0,0,,0,0,0,0.0167224080267558
212,213,1,Tristimun,Ser,1,,,,,,Sea watch,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0
213,214,0,Tristifer IV Mudd,,1,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0535117056856187
214,215,1,Tuffleberry,,0,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0033444816053511
215,216,1,Tumberjon,,0,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0100334448160535
216,217,1,Tumco Lho,Ser,1,Ghiscari,,,,,,,0,0,0,0,1,,,,,0,1,,0,0,0,0.0301003344481605
217,218,1,Turnip,,0,Northmen,,,,,House Stark,,0,1,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558
218,219,1,Turquin,Maester,1,,,,,,,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0033444816053511
219,220,1,Tybero Istarion,,1,,,,,,Second Sons,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0133779264214046
220,221,1,Tymor,,1,,,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0066889632107023
221,222,0,Ulf the Ill,,0,Ironborn,,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0133779264214046
222,223,1,Tywin Frey (son of Raymund),,1,,299.0,,,,House Frey,,0,0,0,1,0,,,,,0,0,6.0,0,0,0,0.133779264214046
223,224,1,Uller,,1,Ironborn,,,,,House Greyjoy,,0,1,1,1,0,,,,,0,0,,0,0,0,0.0234113712374581
224,225,1,Umar,,0,Vale Mountain Clans,,,,,Moon Brothers,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0066889632107023
225,226,1,Umfred,,0,,,,,,House Baelish,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0033444816053511
226,227,1,Umma,,0,,,,,,Faceless Men,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558
227,228,1,Urreg,,0,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0100334448160535
228,229,1,Urek Ironmaker,,1,Ironborn,,,,,House Ironmaker,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558
229,230,1,Urrathon,,0,Qartheen,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0133779264214046
230,231,1,Urzen,,1,Ironborn,,,,,House Greyjoy,,0,1,1,0,0,,,,,0,0,,0,0,0,0.020066889632107
231,232,1,Urron Greyiron,,1,Ironborn,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.040133779264214
232,233,1,Urrigon Greyjoy,,1,Ironborn,268.0,,,,House Greyjoy,,0,0,0,1,0,,,,,0,0,37.0,0,0,0,0.0735785953177257
233,234,0,Uthor Underleaf,Ser,1,,181.0,,,,,,0,0,0,0,0,,,,,0,1,100.0,0,0,0,0.0501672240802675
234,235,0,Utt,Septon,1,,,,,,Brave Companions,,0,1,1,0,0,,,,,0,0,,0,0,0,0.0234113712374581
235,236,1,Vaellyn,Archmaester,1,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0133779264214046
236,237,0,Varly,,0,Northmen,,,,,House Stark,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0167224080267558
237,238,1,Veiled Lady,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535
238,239,1,Vickon Botley,,1,Ironborn,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0468227424749163
239,240,1,Violet,,0,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0
240,241,1,Victor Tyrell,Ser,0,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,1,,0,0,0,0.123745819397993
241,242,1,Walda Frey (daughter of Lothar),,0,,294.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,11.0,0,0,0,0.0869565217391304
242,243,1,Walda Frey (daughter of Edwyn),,0,,290.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,15.0,0,0,0,0.103678929765886
243,244,1,Walda Frey (daughter of Rhaegar),,0,,288.0,,,,House Frey,,0,0,0,0,0,,,,,0,0,17.0,0,0,0,0.0
244,245,1,Walda Frey (daughter of Walton),,0,,280.0,,,,House Frey,,0,0,0,0,0,,,,,0,0,25.0,0,0,0,0.0
245,246,1,Walda Frey (daughter of Merrett),,0,,283.0,,,,House Frey,Roose Bolton,0,0,0,0,0,,,,1.0,1,0,22.0,0,0,0,0.0
246,247,1,Walda Rivers (daughter of Aemon),,0,,295.0,,,,House Frey,,0,0,1,0,0,,,,,0,0,10.0,0,0,0,0.0267558528428093
247,248,1,Walder Frey (son of Jammos),,1,,291.0,,,,House Frey,,0,0,0,0,0,,,,,0,0,14.0,0,0,0,0.0
248,249,1,Walder Frey (son of Emmon),,0,,285.0,,,,House Frey of Riverrun,,0,0,0,0,0,,,,,0,0,20.0,0,0,0,0.0
249,250,1,Walder Frey (son of Ryman),,1,Rivermen,260.0,,,,House Frey,,0,0,0,0,0,,,,,0,0,45.0,0,0,0,0.0
250,251,0,Walder Frey (son of Merrett),,1,,291.0,,,,House Frey,,0,0,0,0,0,,,,,0,0,9.0,0,0,0,0.0
251,252,0,Wallen,,0,,,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,0,0,0.020066889632107
252,253,1,Walton,,1,Northmen,,,,,House Bolton,,0,1,1,1,1,,,,,0,0,,0,0,0,0.0468227424749163
253,254,0,Walys Flowers,Maester,1,Reach,,,,,,,0,0,0,0,1,,,,,0,1,,0,0,0,0.0234113712374581
254,255,1,Wat (Barleycorn),,1,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0066889632107023
255,256,1,Blue Bard,,1,,,,,,House Tyrell,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0535117056856187
256,257,1,Wat (orphan),,0,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0033444816053511
257,258,1,Wat (sailor),,0,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0066889632107023
258,259,1,Wat (Standfast),,0,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0033444816053511
259,260,1,Wat (Wet),,1,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0066889632107023
260,261,1,Wate,,0,,,,,,House Targaryen,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0
261,262,0,Watt,,1,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0167224080267558
262,263,1,Wayn (guard),,1,Northmen,,,,,House Stark,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0100334448160535
263,264,1,Weasel,,1,,296.0,,,,,,0,1,0,0,0,,,,,0,0,9.0,0,0,0,0.0167224080267558
264,265,1,Wendell Webber,Ser,1,,,,,,House Webber,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046
265,266,1,Wendello Qar Deeth,,0,Qartheen,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0100334448160535
266,267,1,Werlag,,0,Ironborn,,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0066889632107023
267,268,0,Rafford,,1,,,,,,House Clegane,,0,1,1,1,1,,,,,0,0,,0,0,0,0.0969899665551839
268,269,1,Jhogo,Bloodrider,0,Dothraki,281.0,,,,House Targaryen,,1,1,1,1,1,,,,,0,0,24.0,0,0,0,0.20066889632107
269,270,1,Sour Alyn,,1,,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0434782608695652
270,271,1,Tobho Mott,,1,Qohor,,,,,,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0836120401337792
271,272,1,Zollo,,1,Dothraki,,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0367892976588628
272,273,0,Tanda Stokeworth,Stokeworth,0,,,,,,House Stokeworth,,1,1,1,1,1,,,,,0,1,,1,1,0,0.113712374581939
273,274,1,Samwell Tarly,,1,Westerosi,283.0,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,22.0,0,0,1,0.969899665551839
274,275,1,Abelar Hightower,Ser,1,,,,,,House Hightower,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0
275,276,1,Addam Frey,Ser,1,,,,,,House Frey,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0267558528428093
276,277,1,Addam,Ser,1,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0066889632107023
277,278,0,Addam Osgrey,,1,,183.0,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,13.0,0,0,0,0.0367892976588628
278,279,1,Aegon Frey (son of Aenys),,1,,253.0,,,,House Frey,,0,0,0,0,0,,,,,0,0,52.0,0,0,0,0.0
279,280,0,Aegon Frey (son of Stevron),,1,,249.0,,,,House Frey,,0,0,0,0,0,,,,,0,0,50.0,0,0,0,0.0
280,281,0,Aegon I Targaryen,,1,,,Valaena Velaryon,Aerion Targaryen,Aenys Targaryen,,,0,0,0,0,0,1.0,0.0,1.0,,0,0,,6,1,1,1.0
281,282,0,Aegon II Targaryen,,1,,,Alicent Hightower,Viserys I Targaryen,Jaehaerys Targaryen,,,0,0,0,0,0,0.0,0.0,1.0,,0,0,,7,1,1,0.759197324414715
282,283,0,Aegon IV Targaryen,,1,,,,,Daeron II Targaryen,,,0,0,0,0,0,,,0.0,,0,0,,15,1,1,0.675585284280936
283,284,1,Aegon Targaryen (son of Baelon),Prince,1,Valyrian,,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0
284,285,0,Aegon III Targaryen,,1,Valyrian,,Rhaenyra Targaryen,Daemon Targaryen,Daeron I Targaryen,,,0,0,0,0,0,1.0,0.0,0.0,,0,0,,8,1,1,0.625418060200668
285,286,0,Aegon Targaryen (son of Jaehaerys I),Prince,0,Valyrian,50.0,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,100.0,0,0,0,0.0
286,287,0,Aegon Targaryen (son of Aenys I),Prince,1,Valyrian,26.0,,,,House Targaryen,Rhaena Targaryen,0,0,0,0,0,,,,1.0,1,1,17.0,0,0,0,0.0
287,288,0,Aegon Targaryen (son of Rhaegar),,1,Valyrian,281.0,,,,House Targaryen,,0,0,0,0,0,,,,,0,0,2.0,0,0,0,0.0
288,289,1,Aemon Costayne,,1,,,,,,House Costayne,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0100334448160535
289,290,0,Aenys I Targaryen,,1,,,Rhaenys Targaryen,Aegon I Targaryen,Aegon Targaryen,,,0,0,0,0,0,0.0,0.0,1.0,,0,0,,5,1,1,0.57190635451505
290,291,1,Aethan,,0,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0100334448160535
291,292,1,Aethelmure,Grand Maester,0,,,,,,,,1,0,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046
292,293,0,Aggar,,1,,,,,,House Greyjoy,,0,1,0,0,1,,,,,0,0,,0,0,0,0.0267558528428093
293,294,1,Agrivane,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0066889632107023
294,295,0,Aerys I Targaryen,,1,,,Mariah Martell,Daeron II Targaryen,Rhaegel Targaryen,,,0,0,0,0,0,1.0,0.0,0.0,,0,0,,3,1,1,0.622073578595317
295,296,1,Alaric of Eysen,,0,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0167224080267558
296,297,0,Aerys II Targaryen,,1,,,Shaera Targaryen,Jaehaerys II Targaryen,Rhaegar Targaryen,,,0,0,0,0,0,1.0,0.0,0.0,,0,0,,10,1,1,1.0
297,298,0,Alebelly,,1,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0301003344481605
298,299,0,Alequo Adarys,,1,Tyroshi,,,,,Band of Nine,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0133779264214046
299,300,1,Alester Oakheart,,1,,,,,,House Oakheart,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558
300,301,1,Alia,,0,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0
301,302,0,All-for-Joffrey,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0066889632107023
302,303,1,Allaquo,,1,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.020066889632107
303,304,1,Allyria Dayne,,0,,,,,,House Dayne,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0234113712374581
304,305,0,Alicent Hightower,LadyQueenDowager Queen,0,,88.0,,,,House Hightower,Viserys I Targaryen,0,0,0,0,0,,,,0.0,1,1,45.0,4,1,0,0.267558528428093
305,306,1,Alyce,,1,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0066889632107023
306,307,1,Alvyn Sharp,,1,Ironborn,,,,,House Sharp,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535
307,308,1,Alyn Hunt,Ser,1,,,,,,House Hunt,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0133779264214046
308,309,1,Alys Arryn,,0,,,,,,House Arryn,Elys Waynwood,0,0,0,1,0,,,,1.0,1,0,,1,1,0,0.0802675585284281
309,310,1,Alysanne Bracken,,0,,,,,,House Bracken,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0334448160535117
310,311,0,Alyn Velaryon,Lord of the Tides,1,Valyrian,115.0,,,,House Velaryon,Baela Targaryen,0,0,0,1,1,,,,0.0,1,1,56.0,0,0,0,0.160535117056856
311,312,0,Alysanne Osgrey,,0,,188.0,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,21.0,0,0,0,0.0267558528428093
312,313,1,Alyssa Arryn,,0,,,,,,House Arryn,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0066889632107023
313,314,1,Alysanne Hightower,,0,,,,,,House Hightower,Arthur Ambrose,0,0,0,1,0,,,,1.0,1,0,,0,0,0,0.0568561872909698
314,315,1,Amabel,,0,,,,,,House Whent,,0,1,1,0,0,,,,,0,0,,0,0,0,0.0033444816053511
315,316,1,Ambrode,,0,Ironborn,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0033444816053511
316,317,1,Andrey Dalt,Ser,0,Dornish,,,,,House Dalt,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0367892976588628
317,318,0,Andrey Charlton,Ser,1,,,,,,House Charlton,,0,1,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046
318,319,1,Argrave the Defiant,Ser,1,,,,,,House Butterwell,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046
319,320,1,Armen,,1,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0301003344481605
320,321,1,Arneld,Ser,1,,,,,,,,0,1,0,0,0,,,,,0,1,,0,0,0,0.0033444816053511
321,322,1,Arnell,Ser,1,,,,,,Night's Watch,,0,1,0,0,0,,,,,0,1,,0,0,0,0.0066889632107023
322,323,1,Arrec Durrandon,,1,,,,,Arlan V Durrandon,,,0,0,0,0,0,,,1.0,,0,0,,0,0,0,0.0
323,324,1,Arron,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0434782608695652
324,325,1,Arryk (guard),,0,,,,,,House Tyrell,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0
325,326,1,Arron Qorgyle,Ser,1,,,,,,House Qorgyle,,0,0,1,1,0,,,,,0,1,,0,0,0,0.0234113712374581
326,327,1,Arson,,1,Free Folk,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0
327,328,1,Aubrey Ambrose,Ser,1,,,,,,House Ambrose,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0066889632107023
328,329,1,Ayrmidon,,0,Valyrian,,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0066889632107023
329,330,0,Baelon Targaryen (son of Viserys I),Prince,1,Valyrian,105.0,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,0.0,0,0,0,0.100334448160535
330,331,1,Baelon Targaryen (son of Aerys),Lord of Dragonstone,0,Valyrian,,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0434782608695652
331,332,1,Balon Botley,,1,Ironborn,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0501672240802675
332,333,0,Baelor Targaryen (son of Daeron II),Prince of Dragonstone,1,,170.0,,,,House Targaryen,Jena Dondarrion,0,0,1,0,0,,,,1.0,1,1,39.0,3,1,1,0.474916387959866
333,334,1,Bandy,,0,Northmen,,,,,House Stark,,0,1,0,1,0,,,,,0,0,,0,0,0,0.020066889632107
334,335,0,Bannen,,1,,,,,,Night's Watch,,0,1,1,0,0,,,,,0,0,,0,0,0,0.0334448160535117
335,336,1,Barre,Septon,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0133779264214046
336,337,1,Barbara Bracken,,0,,,,,,House Bracken,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0301003344481605
337,338,1,Barth (brewer),,1,,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0033444816053511
338,339,1,Bass,,0,,,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0
339,340,1,Bearded Ben,,1,,,,,,Night's Watch,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0234113712374581
340,341,1,Becca,,1,,,,,,House Arryn,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0033444816053511
341,342,1,Beck,Goodman,1,,299.0,,,,,,0,0,1,0,0,,,,,0,1,6.0,0,0,0,0.0
342,343,1,Belandra,,0,,,,,,House Martell,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0066889632107023
343,344,1,Beldecar,,0,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0066889632107023
344,345,1,Belis,Wisdom,1,,,,,,Alchemists' Guild,,0,0,1,0,0,,,,,0,1,,0,0,0,0.020066889632107
345,346,1,Bellonara Otherys,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0133779264214046
346,347,1,Bella,,0,,283.0,,,,,,0,0,1,1,0,,,,,0,0,22.0,0,0,0,0.0836120401337792
347,348,1,Ben,,1,,293.0,,,,,,0,0,0,1,0,,,,,0,0,12.0,0,0,0,0.0100334448160535
348,349,1,Ben Blackthumb,,1,,,,,,House Whent,,0,1,0,1,0,,,,,0,0,,0,0,0,0.0267558528428093
349,350,1,Ben Bones,,1,,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0334448160535117
350,351,0,Ben Bushy,Ser,0,,,,,,House Bushy,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0234113712374581
351,352,1,Benedict,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0133779264214046
352,353,1,Benjen Stark (Bitter),,1,Northmen,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0133779264214046
353,354,1,Benjen Stark (Sweet),,1,Northmen,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0133779264214046
354,355,1,Bennet,Septon,0,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0066889632107023
355,356,1,Bennis,Ser,1,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0367892976588628
356,357,1,Beqqo,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0033444816053511
357,358,1,Bennarion Botley,,1,Ironborn,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0468227424749163
358,359,1,Beron Blacktyde,,0,,,,,,House Blacktyde,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0167224080267558
359,360,1,Bertram Beesbury,Ser,1,,,,,,House Beesbury,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0033444816053511
360,361,1,Bessa,,1,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0066889632107023
361,362,1,Bessa (Winterfell),,0,Northmen,,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0033444816053511
362,363,1,Bess Bracken,,0,,,,,,House Bracken,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0301003344481605
363,364,1,Bethany (Blushing Bethany),,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558
364,365,1,Bethany Fair-Fingers,,0,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0066889632107023
365,366,1,Bharbo,Khal,0,Dothraki,,,,,,,1,0,0,0,0,,,,,0,0,,2,1,0,0.0033444816053511
366,367,1,Big Boil,,1,Free Folk,,,,,,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0066889632107023
367,368,1,Blind Doss,,0,Free Folk,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0
368,369,1,Blane,,1,,,,,,Night's Watch,,0,1,1,0,0,,,,,0,0,,0,0,0,0.020066889632107
369,370,1,Bodger,,0,Free Folk,,,,,,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0066889632107023
370,371,1,Borcas,,1,,,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0
371,372,1,Bors,,1,,,,,,House Martell,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0066889632107023
372,373,1,Borroq,,1,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0267558528428093
373,374,1,Boy,,1,,284.0,,,,,,0,0,1,1,0,,,,,0,0,21.0,0,0,0,0.0100334448160535
374,375,1,Brandon Stark (Bad),King in the North,1,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,1,,0,0,0,0.0167224080267558
375,376,1,Brandon Stark (Burner),,1,Northmen,,,Brandon Stark,,,,1,1,0,0,0,,0.0,,,0,0,,0,0,0,0.0334448160535117
376,377,1,Brandon Stark (the daughterless),Winterfell,1,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,1,,0,0,0,0.0334448160535117
377,378,1,Brandon Stark (son of Cregan),Winterfell,1,Northmen,,,,,House Stark,Alys Karstark,0,1,0,0,0,,,,1.0,1,1,,0,0,0,0.1438127090301
378,379,1,Brandon Stark (Shipwright),,1,Northmen,,,,,,,1,1,0,0,0,,,,,0,0,,0,0,0,0.0367892976588628
379,380,1,Brea,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0234113712374581
380,381,1,Brella,,0,,,,,,House Baratheon,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0167224080267558
381,382,1,Brenett,Maester,1,,,,,,House Frey,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0033444816053511
382,383,1,Briar,,0,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0100334448160535
383,384,1,Brogg,,1,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0066889632107023
384,385,1,Brusco,,1,Braavosi,,,,,,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0468227424749163
385,386,0,Brown Bernarr,,0,,,,,,Night's Watch,,0,1,1,0,0,,,,,0,0,,0,0,0,0.0234113712374581
386,387,1,Bryan of Oldtown,,0,Reach,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0033444816053511
387,388,1,Bryen,,1,,220.0,,,,House Baelish,,0,0,1,0,0,,,,,0,0,85.0,0,0,0,0.0167224080267558
388,389,1,Buford Bulwer,Ser,1,,,,,,House Bulwer,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0167224080267558
389,390,1,Bump,,1,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0234113712374581
390,391,1,Buu,,0,,,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0
391,392,1,Byan Votyris,,1,Norvoshi,,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0
392,393,0,Byam Flint,Ser,1,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,1,,0,0,0,0.020066889632107
393,394,1,Byren Flowers,Ser,1,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0066889632107023
394,395,1,Byron,Ser,0,,,,,,House Baelish,,0,0,0,1,1,,,,,0,1,,0,0,0,0.020066889632107
395,396,1,Cadwyl,,1,Ironborn,,,,,House Greyjoy,,0,1,1,0,0,,,,,0,0,,0,0,0,0.0100334448160535
396,397,0,Lord Cafferen,Lord,1,,,,,,House Cafferen,,0,0,1,0,0,,,,,0,1,,0,0,0,0.020066889632107
397,398,1,Calon,,0,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0133779264214046
398,399,1,Cadwyn,Ser,0,,,,,,House Lannister,,0,1,0,0,0,,,,,0,1,,0,0,0,0.0
399,400,1,Canker Jeyne,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535
400,401,1,Carellen Smallwood,,0,,,,,,House Smallwood,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0367892976588628
401,402,1,Cass,,0,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0167224080267558
402,403,1,Carrot,,0,,,,,,House Royce of the Gates of the Moon,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535
403,404,1,Castos,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0066889632107023
404,405,1,Cedra,,0,,,,,,House Martell,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0133779264214046
405,406,1,Catelyn Bracken,,0,,,,,,House Bracken,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0301003344481605
406,407,0,Cedric Payne,Ser,1,,,,,,House Payne,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0133779264214046
407,408,1,Cedrik Storm,,0,,,,,,House Buckler,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0033444816053511
408,409,1,Cerrick,Maester,1,Ironborn,,,,,House Webber,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0066889632107023
409,410,1,Cetheres,Archmaester,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0066889632107023
410,411,0,Catelyn Stark,Winterfell,0,Rivermen,264.0,,,,House Tully,Eddard Stark,0,0,0,0,0,,,,0.0,1,1,35.0,7,1,0,0.0
411,412,1,Cheyk,,0,,,,,,Black Ears,,1,1,0,0,1,,,,,0,0,,0,0,0,0.0133779264214046
412,413,0,Chiggen,,1,,,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0167224080267558
413,414,1,Clarence Crabb,Ser,1,,,,,,House Crabb,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0267558528428093
